name	dataset	caption	audio_path	mel_path	duration
Male HehHehHeh 01.wav	adobe	male hehhehheh 	adobe/Cartoon/Male HehHehHeh 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Male HehHehHeh 01_mel.npy	1.8201875
Metal Clinks 01.wav	adobe	metal clinks 	adobe/Cartoon/Metal Clinks 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Metal Clinks 01_mel.npy	4.933333333333334
Metal Sheet  Wobble 01.wav	adobe	metal sheet  wobble 	adobe/Cartoon/Metal Sheet  Wobble 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Metal Sheet  Wobble 01_mel.npy	1.3106666666666666
Metal Sheet  Wobble 03.wav	adobe	metal sheet  wobble 	adobe/Cartoon/Metal Sheet  Wobble 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Metal Sheet  Wobble 03_mel.npy	1.531125
Party Noise Blowers Air Blowing 05.wav	adobe	party noise blowers air blowing 	adobe/Cartoon/Party Noise Blowers Air Blowing 05.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Party Noise Blowers Air Blowing 05_mel.npy	1.1906666666666668
Party Noise Blowers Air Blowing 06.wav	adobe	party noise blowers air blowing 	adobe/Cartoon/Party Noise Blowers Air Blowing 06.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Party Noise Blowers Air Blowing 06_mel.npy	1.5306666666666666
Sob Male 01.wav	adobe	sob male 	adobe/Cartoon/Sob Male 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Sob Male 01_mel.npy	8.099666666666666
Spring  Spring 03.wav	adobe	spring  spring 	adobe/Cartoon/Spring  Spring 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Spring  Spring 03_mel.npy	1.0802916666666669
Spring  Spring 05.wav	adobe	spring  spring 	adobe/Cartoon/Spring  Spring 05.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Spring  Spring 05_mel.npy	3.5792083333333333
Spring  Wood Spring 01.wav	adobe	spring  wood spring 	adobe/Cartoon/Spring  Wood Spring 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Spring  Wood Spring 01_mel.npy	3.374875
Spring Creak 01.wav	adobe	spring creak 	adobe/Cartoon/Spring Creak 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Spring Creak 01_mel.npy	2.4410416666666666
Spring Twang 10.wav	adobe	spring twang 	adobe/Cartoon/Spring Twang 10.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Spring Twang 10_mel.npy	1.8767291666666663
Squeak 01.wav	adobe	squeak 	adobe/Cartoon/Squeak 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Squeak 01_mel.npy	1.3773333333333333
Teeth Teeth Chattering 01.wav	adobe	teeth teeth chattering 	adobe/Cartoon/Teeth Teeth Chattering 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Teeth Teeth Chattering 01_mel.npy	3.7223125
Teeth Teeth Chattering 02.wav	adobe	teeth teeth chattering 	adobe/Cartoon/Teeth Teeth Chattering 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Teeth Teeth Chattering 02_mel.npy	4.471895833333333
Toy Gun Cock Automatic 01.wav	adobe	toy gun cock automatic 	adobe/Cartoon/Toy Gun Cock Automatic 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Gun Cock Automatic 01_mel.npy	0.8439791666666666
Toy Gun Cocked 01.wav	adobe	toy gun cocked 	adobe/Cartoon/Toy Gun Cocked 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Gun Cocked 01_mel.npy	0.8486458333333333
Toy Gun Fire Automatic Quick 01.wav	adobe	toy gun fire automatic quick 	adobe/Cartoon/Toy Gun Fire Automatic Quick 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Gun Fire Automatic Quick 01_mel.npy	1.9437916666666664
Toy Gun Fire Automatic Slow 01.wav	adobe	toy gun fire automatic slow 	adobe/Cartoon/Toy Gun Fire Automatic Slow 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Gun Fire Automatic Slow 01_mel.npy	1.7606875
Toy Gun Fire Automatic Sporadically 01.wav	adobe	toy gun fire automatic sporadically 	adobe/Cartoon/Toy Gun Fire Automatic Sporadically 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Gun Fire Automatic Sporadically 01_mel.npy	5.5257708333333335
Toy Honk Electronic 02.wav	adobe	toy honk electronic 	adobe/Cartoon/Toy Honk Electronic 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Honk Electronic 02_mel.npy	0.9946666666666668
Toy Noisemaker Honk 01.wav	adobe	toy noisemaker honk 	adobe/Cartoon/Toy Noisemaker Honk 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Noisemaker Honk 01_mel.npy	1.2017916666666666
Toy Noisemaker Rattle 01.wav	adobe	toy noisemaker rattle 	adobe/Cartoon/Toy Noisemaker Rattle 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Noisemaker Rattle 01_mel.npy	3.8760625
Toy Squeak 02.wav	adobe	toy squeak 	adobe/Cartoon/Toy Squeak 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Squeak 02_mel.npy	0.7684583333333334
Toy Squeaky Toy Squeaks Multiple 04.wav	adobe	toy squeaky toy squeaks multiple 	adobe/Cartoon/Toy Squeaky Toy Squeaks Multiple 04.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Squeaky Toy Squeaks Multiple 04_mel.npy	2.311
Toy Squish With Squeak 01.wav	adobe	toy squish with squeak 	adobe/Cartoon/Toy Squish With Squeak 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Toy Squish With Squeak 01_mel.npy	0.9012291666666666
Trombone 01.wav	adobe	trombone 	adobe/Cartoon/Trombone 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone 01_mel.npy	3.952
Trombone 03.wav	adobe	trombone 	adobe/Cartoon/Trombone 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone 03_mel.npy	1.016
Trombone Deep Note 01.wav	adobe	trombone deep note 	adobe/Cartoon/Trombone Deep Note 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone Deep Note 01_mel.npy	1.368
Trombone Deep Note 04.wav	adobe	trombone deep note 	adobe/Cartoon/Trombone Deep Note 04.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone Deep Note 04_mel.npy	1.5253333333333334
Trombone Double 02.wav	adobe	trombone double 	adobe/Cartoon/Trombone Double 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone Double 02_mel.npy	0.8933333333333333
Trombone Elephant Sound 01.wav	adobe	trombone elephant sound 	adobe/Cartoon/Trombone Elephant Sound 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone Elephant Sound 01_mel.npy	1.776
Trombone Fart 03.wav	adobe	trombone fart 	adobe/Cartoon/Trombone Fart 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone Fart 03_mel.npy	2.8826666666666667
Trombone Slide 01.wav	adobe	trombone slide 	adobe/Cartoon/Trombone Slide 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone Slide 01_mel.npy	2.2053333333333334
Trombone Wet Sound 01.wav	adobe	trombone wet sound 	adobe/Cartoon/Trombone Wet Sound 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Trombone Wet Sound 01_mel.npy	4.266666666666667
Voice Aaaaalright Goofy 02.wav	adobe	voice aaaaalright goofy 	adobe/Cartoon/Voice Aaaaalright Goofy 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Aaaaalright Goofy 02_mel.npy	2.298666666666666
Voice And Away We Go Nerdy 01.wav	adobe	voice and away we go nerdy 	adobe/Cartoon/Voice And Away We Go Nerdy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice And Away We Go Nerdy 01_mel.npy	3.4506666666666668
Voice Arrrgh Annoying 01.wav	adobe	voice arrrgh annoying 	adobe/Cartoon/Voice Arrrgh Annoying 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Arrrgh Annoying 01_mel.npy	2.208
Voice Bing Bam Boom Goofy 02.wav	adobe	voice bing bam boom goofy 	adobe/Cartoon/Voice Bing Bam Boom Goofy 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Bing Bam Boom Goofy 02_mel.npy	1.7733333333333334
Voice Boink Double 01.wav	adobe	voice boink double 	adobe/Cartoon/Voice Boink Double 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Boink Double 01_mel.npy	0.928
Voice Choo Choo 01.wav	adobe	voice choo choo 	adobe/Cartoon/Voice Choo Choo 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Choo Choo 01_mel.npy	0.7733333333333333
Voice Dippity Doo Goofy 01.wav	adobe	voice dippity doo goofy 	adobe/Cartoon/Voice Dippity Doo Goofy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Dippity Doo Goofy 01_mel.npy	1.0373333333333334
Voice Dippity Doo Squeaky 01.wav	adobe	voice dippity doo squeaky 	adobe/Cartoon/Voice Dippity Doo Squeaky 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Dippity Doo Squeaky 01_mel.npy	1.0293333333333334
Voice Dopey Dope Goofy 01.wav	adobe	voice dopey dope goofy 	adobe/Cartoon/Voice Dopey Dope Goofy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Dopey Dope Goofy 01_mel.npy	2.535333333333333
Voice Eeni Minny Mini Toe Goofy 02.wav	adobe	voice eeni minny mini toe goofy 	adobe/Cartoon/Voice Eeni Minny Mini Toe Goofy 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Eeni Minny Mini Toe Goofy 02_mel.npy	3.557333333333333
Voice Eeni Minny Mini Toe Squeaky 01.wav	adobe	voice eeni minny mini toe squeaky 	adobe/Cartoon/Voice Eeni Minny Mini Toe Squeaky 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Eeni Minny Mini Toe Squeaky 01_mel.npy	2.4106666666666667
Voice Excuse Me 01.wav	adobe	voice excuse me 	adobe/Cartoon/Voice Excuse Me 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Excuse Me 01_mel.npy	1.616
Voice Excuse Me Rude 01.wav	adobe	voice excuse me rude 	adobe/Cartoon/Voice Excuse Me Rude 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Excuse Me Rude 01_mel.npy	2.821333333333333
Voice Great Caesar's Ghost 01.wav	adobe	voice great caesar's ghost 	adobe/Cartoon/Voice Great Caesar's Ghost 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Great Caesar's Ghost 01_mel.npy	3.536
Voice Happy Slappy 01.wav	adobe	voice happy slappy 	adobe/Cartoon/Voice Happy Slappy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Happy Slappy 01_mel.npy	0.832
Voice Hardy Har Har 01.wav	adobe	voice hardy har har 	adobe/Cartoon/Voice Hardy Har Har 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Hardy Har Har 01_mel.npy	1.575
Voice Hey Sugar Bear Goofy 03.wav	adobe	voice hey sugar bear goofy 	adobe/Cartoon/Voice Hey Sugar Bear Goofy 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Hey Sugar Bear Goofy 03_mel.npy	1.632
Voice Huggsy Wuggsy Nerdy 01.wav	adobe	voice huggsy wuggsy nerdy 	adobe/Cartoon/Voice Huggsy Wuggsy Nerdy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Huggsy Wuggsy Nerdy 01_mel.npy	1.9306666666666668
Voice I'm Crazy 03.wav	adobe	voice i'm crazy 	adobe/Cartoon/Voice I'm Crazy 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice I'm Crazy 03_mel.npy	2.453333333333333
Voice Inka Dinka Bottle Of Ink Goofy 01.wav	adobe	voice inka dinka bottle of ink goofy 	adobe/Cartoon/Voice Inka Dinka Bottle Of Ink Goofy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Inka Dinka Bottle Of Ink Goofy 01_mel.npy	2.485333333333333
Voice No Way Jose Goofy 01.wav	adobe	voice no way jose goofy 	adobe/Cartoon/Voice No Way Jose Goofy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice No Way Jose Goofy 01_mel.npy	1.1733333333333331
Voice Oh Pretty Please Male 01.wav	adobe	voice oh pretty please male 	adobe/Cartoon/Voice Oh Pretty Please Male 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Oh Pretty Please Male 01_mel.npy	2.1173333333333333
Voice Ohhh Boy Excited 01.wav	adobe	voice ohhh boy excited 	adobe/Cartoon/Voice Ohhh Boy Excited 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Ohhh Boy Excited 01_mel.npy	1.893333333333333
Voice Okey Dokey Nerd 01.wav	adobe	voice okey dokey nerd 	adobe/Cartoon/Voice Okey Dokey Nerd 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Okey Dokey Nerd 01_mel.npy	2.192
Voice Pow 02.wav	adobe	voice pow 	adobe/Cartoon/Voice Pow 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Pow 02_mel.npy	0.7350833333333333
Voice Pow Nerdy 01.wav	adobe	voice pow nerdy 	adobe/Cartoon/Voice Pow Nerdy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Pow Nerdy 01_mel.npy	1.0346666666666666
Voice Silly Boy Elderly Male 02.wav	adobe	voice silly boy elderly male 	adobe/Cartoon/Voice Silly Boy Elderly Male 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Silly Boy Elderly Male 02_mel.npy	0.996
Voice Sorry Charlie 01.wav	adobe	voice sorry charlie 	adobe/Cartoon/Voice Sorry Charlie 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Sorry Charlie 01_mel.npy	1.8826666666666667
Voice Uh-Oh 01.wav	adobe	voice uh-oh 	adobe/Cartoon/Voice Uh-Oh 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Uh-Oh 01_mel.npy	1.405333333333333
Voice Up Your Nose European 01.wav	adobe	voice up your nose european 	adobe/Cartoon/Voice Up Your Nose European 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Up Your Nose European 01_mel.npy	1.6853333333333331
Voice Wa Pow 01.wav	adobe	voice wa pow 	adobe/Cartoon/Voice Wa Pow 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Wa Pow 01_mel.npy	2.1333333333333333
Voice Wah Hoo Child 01.wav	adobe	voice wah hoo child 	adobe/Cartoon/Voice Wah Hoo Child 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Wah Hoo Child 01_mel.npy	2.144
Voice Wah Wah Sarcastic 01.wav	adobe	voice wah wah sarcastic 	adobe/Cartoon/Voice Wah Wah Sarcastic 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Wah Wah Sarcastic 01_mel.npy	2.368
Voice Wakey Wakey Funny 01.wav	adobe	voice wakey wakey funny 	adobe/Cartoon/Voice Wakey Wakey Funny 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Wakey Wakey Funny 01_mel.npy	2.5866666666666664
Voice Wakey Wakey Scream 01.wav	adobe	voice wakey wakey scream 	adobe/Cartoon/Voice Wakey Wakey Scream 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Wakey Wakey Scream 01_mel.npy	1.7706666666666666
Voice Well Ho Ho Ho Santa 01.wav	adobe	voice well ho ho ho santa 	adobe/Cartoon/Voice Well Ho Ho Ho Santa 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Well Ho Ho Ho Santa 01_mel.npy	2.7786666666666666
Voice Well Ho Ho Ho Sarcastic 01.wav	adobe	voice well ho ho ho sarcastic 	adobe/Cartoon/Voice Well Ho Ho Ho Sarcastic 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Well Ho Ho Ho Sarcastic 01_mel.npy	1.896
Voice Why I Oughta Mumble 01.wav	adobe	voice why i oughta mumble 	adobe/Cartoon/Voice Why I Oughta Mumble 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Why I Oughta Mumble 01_mel.npy	2.008
Voice Wise Guy Huh 01.wav	adobe	voice wise guy huh 	adobe/Cartoon/Voice Wise Guy Huh 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Wise Guy Huh 01_mel.npy	2.912
Voice Yippee Western 01.wav	adobe	voice yippee western 	adobe/Cartoon/Voice Yippee Western 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Yippee Western 01_mel.npy	2.2826666666666666
Voice You Betchya Cool 01.wav	adobe	voice you betchya cool 	adobe/Cartoon/Voice You Betchya Cool 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice You Betchya Cool 01_mel.npy	0.9946666666666668
Voice Yummy 01.wav	adobe	voice yummy 	adobe/Cartoon/Voice Yummy 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Yummy 01_mel.npy	1.0053333333333334
Voice Yummy Scream 01.wav	adobe	voice yummy scream 	adobe/Cartoon/Voice Yummy Scream 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Yummy Scream 01_mel.npy	1.696
Voice Zip 02.wav	adobe	voice zip 	adobe/Cartoon/Voice Zip 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Zip 02_mel.npy	1.048
Voice Zip Zip Zaroo 01.wav	adobe	voice zip zip zaroo 	adobe/Cartoon/Voice Zip Zip Zaroo 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Zip Zip Zaroo 01_mel.npy	2.112
Voice Zip Zip Zaroo Radio Host 01.wav	adobe	voice zip zip zaroo radio host 	adobe/Cartoon/Voice Zip Zip Zaroo Radio Host 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Zip Zip Zaroo Radio Host 01_mel.npy	3.029333333333333
Voice Zowy 02.wav	adobe	voice zowy 	adobe/Cartoon/Voice Zowy 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Zowy 02_mel.npy	0.968
Voice Zowy Dumb 01.wav	adobe	voice zowy dumb 	adobe/Cartoon/Voice Zowy Dumb 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Voice Zowy Dumb 01_mel.npy	2.496
Weird Noise Short Bee 01.wav	adobe	weird noise short bee 	adobe/Cartoon/Weird Noise Short Bee 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Weird Noise Short Bee 01_mel.npy	1.5851666666666666
Weird Noise Short Bee Low 01.wav	adobe	weird noise short bee low 	adobe/Cartoon/Weird Noise Short Bee Low 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Weird Noise Short Bee Low 01_mel.npy	1.4349791666666667
Weird Noise Short Bird Whistling .wav	adobe	weird noise short bird whistling 	adobe/Cartoon/Weird Noise Short Bird Whistling .wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Weird Noise Short Bird Whistling _mel.npy	1.44275
Weird Noise Short Choking 25.wav	adobe	weird noise short choking 	adobe/Cartoon/Weird Noise Short Choking 25.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Weird Noise Short Choking 25_mel.npy	1.1131875
Weird Noise Short Flapping Lips 04.wav	adobe	weird noise short flapping lips 	adobe/Cartoon/Weird Noise Short Flapping Lips 04.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Weird Noise Short Flapping Lips 04_mel.npy	1.3963541666666666
Weird Noise Short Kissing Cheek.wav	adobe	weird noise short kissing cheek	adobe/Cartoon/Weird Noise Short Kissing Cheek.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Weird Noise Short Kissing Cheek_mel.npy	0.9295833333333332
Weird Noise Short Slurping a Soda.wav	adobe	weird noise short slurping a soda	adobe/Cartoon/Weird Noise Short Slurping a Soda.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Weird Noise Short Slurping a Soda_mel.npy	0.6068958333333333
Weird Noise Short Wet Fart 01.wav	adobe	weird noise short wet fart 	adobe/Cartoon/Weird Noise Short Wet Fart 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Weird Noise Short Wet Fart 01_mel.npy	1.4735416666666667
Whistle Motor Whistle 01.wav	adobe	whistle motor whistle 	adobe/Cartoon/Whistle Motor Whistle 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Whistle Motor Whistle 01_mel.npy	0.9442291666666668
Whistle Motor Whistle Long 01.wav	adobe	whistle motor whistle long 	adobe/Cartoon/Whistle Motor Whistle Long 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Whistle Motor Whistle Long 01_mel.npy	1.6186666666666667
Whistle Motor Whistle Quick 01.wav	adobe	whistle motor whistle quick 	adobe/Cartoon/Whistle Motor Whistle Quick 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Whistle Motor Whistle Quick 01_mel.npy	0.8466666666666667
Yell Male Help 01.wav	adobe	yell male help 	adobe/Cartoon/Yell Male Help 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/Yell Male Help 01_mel.npy	1.3160625
voice Boo Hoo Bully 01.wav	adobe	voice boo hoo bully 	adobe/Cartoon/voice Boo Hoo Bully 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Cartoon/voice Boo Hoo Bully 01_mel.npy	1.7973333333333332
Aluminum And Metal Rocking And Dropping On Concrete 01.wav	adobe	aluminum and metal rocking and dropping on concrete 	adobe/Crashes/Aluminum And Metal Rocking And Dropping On Concrete 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum And Metal Rocking And Dropping On Concrete 01_mel.npy	5.286229166666667
Aluminum Baseball Bat Striking DVD Player 01.wav	adobe	aluminum baseball bat striking dvd player 	adobe/Crashes/Aluminum Baseball Bat Striking DVD Player 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Baseball Bat Striking DVD Player 01_mel.npy	1.864125
Aluminum Garbage Can Dropping On Pavement 01.wav	adobe	aluminum garbage can dropping on pavement 	adobe/Crashes/Aluminum Garbage Can Dropping On Pavement 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Garbage Can Dropping On Pavement 01_mel.npy	2.2039375
Aluminum Garbage Can Dropping On Pavement 02.wav	adobe	aluminum garbage can dropping on pavement 	adobe/Crashes/Aluminum Garbage Can Dropping On Pavement 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Garbage Can Dropping On Pavement 02_mel.npy	1.7606666666666666
Aluminum Garbage Can Dropping On Pavement With Metal Slide 01.wav	adobe	aluminum garbage can dropping on pavement with metal slide 	adobe/Crashes/Aluminum Garbage Can Dropping On Pavement With Metal Slide 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Garbage Can Dropping On Pavement With Metal Slide 01_mel.npy	3.088020833333333
Aluminum Garbage Can Hitting Pavement 01.wav	adobe	aluminum garbage can hitting pavement 	adobe/Crashes/Aluminum Garbage Can Hitting Pavement 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Garbage Can Hitting Pavement 01_mel.npy	1.893333333333333
Aluminum Garbage Can Tumbling On Pavement 01.wav	adobe	aluminum garbage can tumbling on pavement 	adobe/Crashes/Aluminum Garbage Can Tumbling On Pavement 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Garbage Can Tumbling On Pavement 01_mel.npy	3.3313125
Aluminum Trash Can Filled With Debris Tumbling On Cement 01.wav	adobe	aluminum trash can filled with debris tumbling on cement 	adobe/Crashes/Aluminum Trash Can Filled With Debris Tumbling On Cement 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Trash Can Filled With Debris Tumbling On Cement 01_mel.npy	3.9146666666666663
Aluminum Tray Bang 01.wav	adobe	aluminum tray bang 	adobe/Crashes/Aluminum Tray Bang 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Tray Bang 01_mel.npy	2.973333333333333
Aluminum Tray Bang 02.wav	adobe	aluminum tray bang 	adobe/Crashes/Aluminum Tray Bang 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Tray Bang 02_mel.npy	1.5413333333333334
Aluminum Tray Bang 04.wav	adobe	aluminum tray bang 	adobe/Crashes/Aluminum Tray Bang 04.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Aluminum Tray Bang 04_mel.npy	1.432
Beer Bottle Break 01.wav	adobe	beer bottle break 	adobe/Crashes/Beer Bottle Break 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Beer Bottle Break 01_mel.npy	2.272
Beer Bottle Drop And Break 01.wav	adobe	beer bottle drop and break 	adobe/Crashes/Beer Bottle Drop And Break 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Crashes/Beer Bottle Drop And Break 01_mel.npy	4.549333333333333
